id,name,code,description,status,established_at,approved_on,created_at,department_id,program_id
416,Human Genetics,GZOL6E14T,Human Genetics (GZOL6E14T),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,17,7
417,SCIENTIFIC DOCUMENTATION AND REPORT WRITING (AUDIT COURSE),FBOT1A01,SCIENTIFIC DOCUMENTATION AND REPORT WRITING (AUDIT COURSE) (FBOT1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
418,"PHYCOLOGY, BRYOLOGY, PTERIDOLOGY AND GYMNOSPERMS",FBOT1C01,"PHYCOLOGY, BRYOLOGY, PTERIDOLOGY AND GYMNOSPERMS (FBOT1C01)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
419,"MYCOLOGY & LICHENOLOGY, MICROBIOLOGY AND PLANT PATHOLOGY",FBOT1C02,"MYCOLOGY & LICHENOLOGY, MICROBIOLOGY AND PLANT PATHOLOGY (FBOT1C02)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
420,"ANGIOSPERM ANATOMY,ANGIOSPERM EMBRYOLOGY, PALYNOLOGY AND LAB TECHNIQUE",FBOT1C03,"ANGIOSPERM ANATOMY,ANGIOSPERM EMBRYOLOGY, PALYNOLOGY AND LAB TECHNIQUE (FBOT1C03)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
421,"PRACTICALS OF PHYCOLOGY, BRYOLOGY, PTERIDOLOGY, GYMNOSPERMS, MYCOLOGY & MICROBIOLOGY",FBOT1L01,"PRACTICALS OF PHYCOLOGY, BRYOLOGY, PTERIDOLOGY, GYMNOSPERMS, MYCOLOGY & MICROBIOLOGY (FBOT1L01)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
422,"PRACTICALS OF LICHENOLOGY, PLANT PATHOLOGY, ANGIOSPERM ANATOMY, ANGIOSPERM EMBRYOLOGY, PALYNOLOGY &",FBOT1L02,"PRACTICALS OF LICHENOLOGY, PLANT PATHOLOGY, ANGIOSPERM ANATOMY, ANGIOSPERM EMBRYOLOGY, PALYNOLOGY & (FBOT1L02)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
423,INTELLECTUAL PROPERTY RIGHTS (AUDIT COURSE),FBOT2A02,INTELLECTUAL PROPERTY RIGHTS (AUDIT COURSE) (FBOT2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
424,"CELL BIOLOGY, MOLECULAR BIOLOGY AND BIOPHYSICS",FBOT2C04,"CELL BIOLOGY, MOLECULAR BIOLOGY AND BIOPHYSICS (FBOT2C04)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
425,GENETICS BIOSTATISTICS PLANT BREEDING AND EVOLUTION,FBOT2C05,GENETICS BIOSTATISTICS PLANT BREEDING AND EVOLUTION (FBOT2C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
426,"ENVIRONMENTAL BIOLOGY,PHYTO GEOGRAPHY AND FOREST BOTANY",FBOT2C06,"ENVIRONMENTAL BIOLOGY,PHYTO GEOGRAPHY AND FOREST BOTANY (FBOT2C06)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
427,"PRACTICALS OF CELL BIOLOGY, MOLECULAR BIOLOGY, BIOPHYSICS & BIOSTATISTICS",FBOT2L03,"PRACTICALS OF CELL BIOLOGY, MOLECULAR BIOLOGY, BIOPHYSICS & BIOSTATISTICS (FBOT2L03)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
428,"PRACTICALS OF GENETICS, PLANT BREEDING, ENVIRONMENTAL BIOLOGY, PHYTOGEOGRAPHY & FOREST BIOLOGY",FBOT2L04,"PRACTICALS OF GENETICS, PLANT BREEDING, ENVIRONMENTAL BIOLOGY, PHYTOGEOGRAPHY & FOREST BIOLOGY (FBOT2L04)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
429,"PLANT PHYSIOLOGY, METABOLISM AND BIOCHEMISTRY",FBOT3C07,"PLANT PHYSIOLOGY, METABOLISM AND BIOCHEMISTRY (FBOT3C07)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
430,"ANGIOSPERM MORPHOLOGY, TAXONOMY AND PLANT RESOURCES",FBOT3C08,"ANGIOSPERM MORPHOLOGY, TAXONOMY AND PLANT RESOURCES (FBOT3C08)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
431,BIOTECHNOLOGY AND BIOINFORMATICS,FBOT3C09,BIOTECHNOLOGY AND BIOINFORMATICS (FBOT3C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
432,"PRACTICALS OF PLANT PHYSIOLOGY, METABOLISM, BIOCHEMISTRY AND ANGIOSPERM MORPHOLOGY",FBOT3L05,"PRACTICALS OF PLANT PHYSIOLOGY, METABOLISM, BIOCHEMISTRY AND ANGIOSPERM MORPHOLOGY (FBOT3L05)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
433,"PRACTICALS OF PLANT RESOURCES, ANGIOSPERM TAXONOMY, BIOTECHNOLOGY AND BIOINFORMATICS",FBOT3L06,"PRACTICALS OF PLANT RESOURCES, ANGIOSPERM TAXONOMY, BIOTECHNOLOGY AND BIOINFORMATICS (FBOT3L06)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
434,DISSERTATION,FBOT4D01,DISSERTATION (FBOT4D01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
435,BIOTECHNOLOGY IN CROP IMPROVEMENT,FBOT4E01,BIOTECHNOLOGY IN CROP IMPROVEMENT (FBOT4E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
436,MOLECULAR BIOLOGY AND PHYTOCHEMISTRY,FBOT4E04,MOLECULAR BIOLOGY AND PHYTOCHEMISTRY (FBOT4E04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
437,PRACTICALS OF ELECTIVES,FBOT4L07,PRACTICALS OF ELECTIVES (FBOT4L07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
438,VIVA VOCE,FBOT4V01,VIVA VOCE (FBOT4V01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,1,27
439,ABILITY ENHANCEMENT COURSE (AUDIT COURSE),FCHE1A01,ABILITY ENHANCEMENT COURSE (AUDIT COURSE) (FCHE1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
440,QUANTUM MECHANICS AND COMPUTATIONAL CHEMISTRY,FCHE1C01,QUANTUM MECHANICS AND COMPUTATIONAL CHEMISTRY (FCHE1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
441,ELEMENTARY INORGANIC CHEMISTRY,FCHE1C02,ELEMENTARY INORGANIC CHEMISTRY (FCHE1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
442,STRUCTURE AND REACTIVITY OF ORGANIC COMPOUNDS,FCHE1C03,STRUCTURE AND REACTIVITY OF ORGANIC COMPOUNDS (FCHE1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
443,"THERMODYNAMICS, KINETICS AND CATALYSIS",FCHE1C04,"THERMODYNAMICS, KINETICS AND CATALYSIS (FCHE1C04)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
444,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE),FCHE2A02,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE) (FCHE2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
445,CO-ORDINATION CHEMISTRY,FCHE2C06,CO-ORDINATION CHEMISTRY (FCHE2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
446,REACTION MECHANISM IN ORGANIC CHEMISTRY,FCHE2C07,REACTION MECHANISM IN ORGANIC CHEMISTRY (FCHE2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
447,MOLECULAR SPECTROSCOPY,FCHE2C08,MOLECULAR SPECTROSCOPY (FCHE2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
448,GROUP THEORY AND CHEMICAL BONDING,FCHE2CO5,GROUP THEORY AND CHEMICAL BONDING (FCHE2CO5),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
449,INORGANIC CHEMISTRY PRACTICAL 1,FCHE2L01,INORGANIC CHEMISTRY PRACTICAL 1 (FCHE2L01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
450,ORGANIC CHEMISTRY PRACTICAL 1,FCHE2L02,ORGANIC CHEMISTRY PRACTICAL 1 (FCHE2L02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
451,PHYSICAL CHEMISTRY PRACTICAL 1,FCHE2L03,PHYSICAL CHEMISTRY PRACTICAL 1 (FCHE2L03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
452,"ELECTROCHEMISTRY, SOLID STATE CHEMISTRY AND STATISTICAL THERMODYNAMICS",FCHE3C09,"ELECTROCHEMISTRY, SOLID STATE CHEMISTRY AND STATISTICAL THERMODYNAMICS (FCHE3C09)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
453,ORGANOMETALLIC AND BIOINORGANIC CHEMISTRY,FCHE3C10,ORGANOMETALLIC AND BIOINORGANIC CHEMISTRY (FCHE3C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
454,PHOTOCHEMISTRY AND PERICYCLIC REACTIONS,FCHE3C11,PHOTOCHEMISTRY AND PERICYCLIC REACTIONS (FCHE3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
455,SYNTHETIC ORGANIC CHEMISTRY,FCHE3E01,SYNTHETIC ORGANIC CHEMISTRY (FCHE3E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
456,INSTRUMENTAL METHODS OF ANALYSIS,FCHE4C12,INSTRUMENTAL METHODS OF ANALYSIS (FCHE4C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
457,"SUPRA-MOLECULAR, MEDICINAL AND GREEN CHEMISTRY",FCHE4E05,"SUPRA-MOLECULAR, MEDICINAL AND GREEN CHEMISTRY (FCHE4E05)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
459,INORGANIC CHEMISTRY PRACTICAL II,FCHE4L04,INORGANIC CHEMISTRY PRACTICAL II (FCHE4L04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
460,ORGANIC CHEMISTRY PRACTICAL II,FCHE4L05,ORGANIC CHEMISTRY PRACTICAL II (FCHE4L05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
461,PHYSICAL CHEMISTRY PRACTICAL II,FCHE4L06,PHYSICAL CHEMISTRY PRACTICAL II (FCHE4L06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
462,RESEARCH PROJECT,FCHE4P01,RESEARCH PROJECT (FCHE4P01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
463,VIVA VOCE,FCHE4V01,VIVA VOCE (FCHE4V01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,3,26
464,ABILITY ENHANCEMENT COURSE (AUDIT COURSE),FECO1A01,ABILITY ENHANCEMENT COURSE (AUDIT COURSE) (FECO1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
465,MICROECONOMICS: THEORY AND APPLICATIONS I,FECO1C01,MICROECONOMICS: THEORY AND APPLICATIONS I (FECO1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
466,MACRO ECONOMICS: THEORIES AND POLICIES I,FECO1C02,MACRO ECONOMICS: THEORIES AND POLICIES I (FECO1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
467,INDIAN ECONOMY: PROBLEMS AND POLICIES,FECO1C03,INDIAN ECONOMY: PROBLEMS AND POLICIES (FECO1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
468,QUANTITATIVE METHODS FOR ECONOMIC ANALYSIS-I,FECO1C04,QUANTITATIVE METHODS FOR ECONOMIC ANALYSIS-I (FECO1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
469,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE),FECO2A02,PROFESSIONAL COMPETENCY COURSE (AUDIT COURSE) (FECO2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
470,MICROECONOMICS: THEORY AND APPLICATIONS II,FECO2C05,MICROECONOMICS: THEORY AND APPLICATIONS II (FECO2C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
471,MACROECONOMICS: THEORIES AND POLICIES II,FECO2C06,MACROECONOMICS: THEORIES AND POLICIES II (FECO2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
472,PUBLIC FINANCE: THEORY AND PRACTICE,FECO2C07,PUBLIC FINANCE: THEORY AND PRACTICE (FECO2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
473,QUANTITATIVE METHODS FOR ECONOMIC ANALYSIS II,FECO2C08,QUANTITATIVE METHODS FOR ECONOMIC ANALYSIS II (FECO2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
474,INTERNATIONAL TRADE,FECO3C09,INTERNATIONAL TRADE (FECO3C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
475,GROWTH AND DEVELOPMENT,FECO3C10,GROWTH AND DEVELOPMENT (FECO3C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
476,BASIC ECONOMETRICS,FECO3C11,BASIC ECONOMETRICS (FECO3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
477,BANKING: THEORY AND PRACTICE,FECO3E01,BANKING: THEORY AND PRACTICE (FECO3E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
478,INTERNATIONAL FINANCE,FECO4C12,INTERNATIONAL FINANCE (FECO4C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
479,FINANCIAL MARKETS,FECO4C13,FINANCIAL MARKETS (FECO4C13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
480,ADVANCED ECONOMETRICS,FECO4E01,ADVANCED ECONOMETRICS (FECO4E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
481,MATHEMATICAL ECONOMICS,FECO4E08,MATHEMATICAL ECONOMICS (FECO4E08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
482,PROJECT,FECO4P14,PROJECT (FECO4P14),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
483,COMPREHENSIVE VIVA VOCE,FECO4V15,COMPREHENSIVE VIVA VOCE (FECO4V15),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,7,21
484,WRITING SKILLS (AUDIT COURSE),FENG1A01,WRITING SKILLS (AUDIT COURSE) (FENG1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
485,BRITISH LITERATURE FROM CHAUCER TO 18TH CENTURY,FENG1C01,BRITISH LITERATURE FROM CHAUCER TO 18TH CENTURY (FENG1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
486,BRITISH LITERATURE: 19TH CENTURY,FENG1C02,BRITISH LITERATURE: 19TH CENTURY (FENG1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
487,HISTORY OF ENGLISH LANGUAGE,FENG1C03,HISTORY OF ENGLISH LANGUAGE (FENG1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
488,INDIAN LITERATURE IN ENGLISH,FENG1C04,INDIAN LITERATURE IN ENGLISH (FENG1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
489,TRANSLATION THEORY AND PRACTICE (PROFESSIONAL COMPETENCY COURSE),FENG2A02,TRANSLATION THEORY AND PRACTICE (PROFESSIONAL COMPETENCY COURSE) (FENG2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
490,TWENTIETH CENTURY BRITISH LITERATURE UP TO 1940,FENG2C05,TWENTIETH CENTURY BRITISH LITERATURE UP TO 1940 (FENG2C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
491,LITERARY CRITICISM AND THEORY-PART 1(UP TO NEW CRITICISM),FENG2C06,LITERARY CRITICISM AND THEORY-PART 1(UP TO NEW CRITICISM) (FENG2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
492,AMERICAN LITERATURE,FENG2C07,AMERICAN LITERATURE (FENG2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
493,POSTCOLONIAL WRITINGS,FENG2C08,POSTCOLONIAL WRITINGS (FENG2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
494,TWENTIETH CENTURY BRITISH LITERATURE: POST 1940,FENG3C09,TWENTIETH CENTURY BRITISH LITERATURE: POST 1940 (FENG3C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
495,LITERARY CRITICISM AND THEORY - PART II,FENG3C10,LITERARY CRITICISM AND THEORY - PART II (FENG3C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
496,EUROPEAN FICTION IN TRANSLATION,FENG3E02,EUROPEAN FICTION IN TRANSLATION (FENG3E02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
497,WORLD DRAMA,FENG3E07,WORLD DRAMA (FENG3E07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
498,ENGLISH LITERATURE IN THE 21ST CENTURY,FENG4C11,ENGLISH LITERATURE IN THE 21ST CENTURY (FENG4C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
499,DISSERTATION,FENG4D12,DISSERTATION (FENG4D12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
500,FILM STUDIES,FENG4E10,FILM STUDIES (FENG4E10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
501,MALAYALAM LITERATURE IN ENGLISH TRANSLATION,FENG4E18,MALAYALAM LITERATURE IN ENGLISH TRANSLATION (FENG4E18),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
502,VIVA VOCE,FENG4V13,VIVA VOCE (FENG4V13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,8,22
503,BOOK REVIEW (AUDIT COURSE),FMAL1A01,BOOK REVIEW (AUDIT COURSE) (FMAL1A01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
504,PRAJEENA MADHYAKALA KAVITHA,FMAL1C01,PRAJEENA MADHYAKALA KAVITHA (FMAL1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
505,AADUNIKA KAVITHA,FMAL1C02,AADUNIKA KAVITHA (FMAL1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
506,KERALAM: DESAVUM SAMSKARAVUM,FMAL1C03,KERALAM: DESAVUM SAMSKARAVUM (FMAL1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
507,MALAYALA VYAKARANAM,FMAL1C04,MALAYALA VYAKARANAM (FMAL1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
508,VIVARTHANA PARISHEELANAM (AUDIT COURSE),FMAL2A02,VIVARTHANA PARISHEELANAM (AUDIT COURSE) (FMAL2A02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
509,AADHUNIKA MALAYALA GADHYAM,FMAL2C05,AADHUNIKA MALAYALA GADHYAM (FMAL2C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
510,BHASHA CHARITHRAVUM AASOOTHRANAVUM,FMAL2C06,BHASHA CHARITHRAVUM AASOOTHRANAVUM (FMAL2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
511,BHASHA SASTHRAM,FMAL2C07,BHASHA SASTHRAM (FMAL2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
512,INDIAN SAHITHYA SIDHANTHAM,FMAL2C08,INDIAN SAHITHYA SIDHANTHAM (FMAL2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
513,REPORTING FOR MEDIA,FMAL3C09,REPORTING FOR MEDIA (FMAL3C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
514,MALAYALA SAHITHYA VIMARSANAM,FMAL3C10,MALAYALA SAHITHYA VIMARSANAM (FMAL3C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
515,KATHA SAHITHYAM,FMAL3E03,KATHA SAHITHYAM (FMAL3E03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
516,CHALACHITHRA PADANAM,FMAL3E07,CHALACHITHRA PADANAM (FMAL3E07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
517,MALAYALA NADAKAM (,FMAL3E09,MALAYALA NADAKAM ( (FMAL3E09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
518,EDITING FOR MEDIA,FMAL4C11,EDITING FOR MEDIA (FMAL4C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
519,SAHITHYA SIDHANTHAM - PASHCHATHYAM,FMAL4C12,SAHITHYA SIDHANTHAM - PASHCHATHYAM (FMAL4C12),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
520,FOLKLORE (,FMAL4E16,FOLKLORE ( (FMAL4E16),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
521,DISSERTATION,FMAL4P01,DISSERTATION (FMAL4P01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
522,VIVA VOCE,FMAL4V01,VIVA VOCE (FMAL4V01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,10,23
523,BOOK REVIEW (AUDIT COURSE,FMCM1A08,BOOK REVIEW (AUDIT COURSE (FMCM1A08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
524,BUSINESS ENVIRONMENT & POLICY,FMCM1C01,BUSINESS ENVIRONMENT & POLICY (FMCM1C01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
525,CORPORATE GOVERNANCE & BUSINESS ETHICS,FMCM1C02,CORPORATE GOVERNANCE & BUSINESS ETHICS (FMCM1C02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
526,QUANTITATIVE TECHNIQUES FOR BUSINESS DECISIONS,FMCM1C03,QUANTITATIVE TECHNIQUES FOR BUSINESS DECISIONS (FMCM1C03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
527,MANAGEMENT THEORY AND ORGANISATIONAL BEHAVIOR,FMCM1C04,MANAGEMENT THEORY AND ORGANISATIONAL BEHAVIOR (FMCM1C04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
528,ADVANCED MANAGEMENT ACCOUNTING,FMCM1C05,ADVANCED MANAGEMENT ACCOUNTING (FMCM1C05),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
529,SPREAD SHEET APPLICATION (AUDIT COURSE),FMCM2A04,SPREAD SHEET APPLICATION (AUDIT COURSE) (FMCM2A04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
530,ADVANCED CORPORATE ACCOUNTING,FMCM2C06,ADVANCED CORPORATE ACCOUNTING (FMCM2C06),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
531,ADVANCED STRATEGIC MANAGEMENT,FMCM2C07,ADVANCED STRATEGIC MANAGEMENT (FMCM2C07),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
532,STRATEGIC COST ACCOUNTING,FMCM2C08,STRATEGIC COST ACCOUNTING (FMCM2C08),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
533,INTERNATIONAL BUSINESS,FMCM2C09,INTERNATIONAL BUSINESS (FMCM2C09),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
534,MANAGEMENT SCIENCE,FMCM2C10,MANAGEMENT SCIENCE (FMCM2C10),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
535,FINANCIAL MANAGEMENT,FMCM3C11,FINANCIAL MANAGEMENT (FMCM3C11),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
536,"INCOME TAX: LAW, PRACTICE AND TAX PLANNING I",FMCM3C12,"INCOME TAX: LAW, PRACTICE AND TAX PLANNING I (FMCM3C12)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
537,RESEARCH METHODOLOGY,FMCM3C13,RESEARCH METHODOLOGY (FMCM3C13),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
538,INVESTMENT MANAGEMENT,FMCM3E01,INVESTMENT MANAGEMENT (FMCM3E01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
539,FINANCIAL MARKETS AND INSTITUTIONS,FMCM3E02,FINANCIAL MARKETS AND INSTITUTIONS (FMCM3E02),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
540,FINANCIAL DERIVATIVES AND RISK MANAGEMENT,FMCM4C14,FINANCIAL DERIVATIVES AND RISK MANAGEMENT (FMCM4C14),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
541,"INCOME TAX LAW, PRACTICE AND TAX PLANNING II",FMCM4C15,"INCOME TAX LAW, PRACTICE AND TAX PLANNING II (FMCM4C15)",t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
542,INTERNATIONAL FINANCE,FMCM4E03,INTERNATIONAL FINANCE (FMCM4E03),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
543,ADVANCED STRATEGIC FINANCIAL MANAGEMENT,FMCM4E04,ADVANCED STRATEGIC FINANCIAL MANAGEMENT (FMCM4E04),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
544,PROJECT WORK & COMPREHENSIVE VIVA VOCE,FMCM4P01,PROJECT WORK & COMPREHENSIVE VIVA VOCE (FMCM4P01),t,2019-07-24,2019-07-24,2021-08-13 12:47:09.203286+05:30,4,29
